"FL_DATE","ORIGIN","DEST","DEP_TIME","ARR_TIME",
2017-01-01,SASA,SPTN,"019","24049",
2017-01-01,SANT,SPTN,"019","24049",
2017-01-01,SAEZ,SPTN,"019","24049",
2017-01-01,SANT,SCAR,"019","24049",
2017-01-01,SAME,SCAR,"019","24049",
2017-01-01,SADF,SCAR,"019","24049",
2017-01-01,SABE,SCAR,"019","24049",
2017-01-01,SAEZ,SCAR,"019","24049",
2017-01-01,SAWH,SCAR,"019","24049",
2017-01-01,SASJ,MDSD,"019","24049",
2017-01-01,SACO,TJSJ,"019","24049",
2017-01-01,SABE,TJSJ,"019","24049",
2017-01-01,SAEZ,TJSJ,"019","24049",
2017-01-01,SADF,MDLR,"019","24049",
2017-01-01,SABE,MDLR,"019","24049",
2017-01-01,SAEZ,MDLR,"019","24049",
2017-01-01,SABE,TJIG,"019","24049",
2017-01-01,SADF,TJBQ,"019","24049",
2017-01-01,SABE,TJBQ,"019","24049",
2017-01-01,SAEZ,MDPC,"019","24049",
2017-01-01,SARI,MMTO,"019","24049",
2017-01-01,SAEZ,MMTO,"019","24049",
2017-01-01,SAEZ,MMMX,"019","24049",
2017-01-01,SADF,SBCF,"019","24049",
2017-01-01,SABE,SBCF,"019","24049",
2017-01-01,SAEZ,SBCF,"019","24049",
2017-01-01,SASJ,SEGU,"019","24049",
2017-01-01,SASA,SEGU,"019","24049",
2017-01-01,SANT,SEGU,"019","24049",
2017-01-01,SARE,SEGU,"019","24049",
2017-01-01,SACO,SEGU,"019","24049",
2017-01-01,SAAR,SEGU,"019","24049",
2017-01-01,SADF,SEGU,"019","24049",
2017-01-01,SABE,SEGU,"019","24049",
2017-01-01,SAEZ,SEGU,"019","24049",
2017-01-01,SAZM,SEGU,"019","24049",
2017-01-01,SAZS,SEGU,"019","24049",
2017-01-01,SAWH,SEGU,"019","24049",
2017-01-01,SASJ,SLUY,"019","24049",
2017-01-01,SASA,SLUY,"019","24049",
2017-01-01,SASJ,SBCG,"019","24049",
2017-01-01,SARF,SBCG,"019","24049",
2017-01-01,SARP,SBCG,"019","24049",
2017-01-01,SATR,SBCG,"019","24049",
2017-01-01,SACO,SBCG,"019","24049",
2017-01-01,SAME,SBCG,"019","24049",
2017-01-01,SASJ,SCDA,"019","24049",
2017-01-01,SASA,SCDA,"019","24049",
2017-01-01,SARE,SCDA,"019","24049",
2017-01-01,SADF,SCDA,"019","24049",
2017-01-01,SABE,SCDA,"019","24049",
2017-01-01,SAEZ,SCDA,"019","24049",
2017-01-01,SAZY,SCDA,"019","24049",
2017-01-01,SAWG,SCDA,"019","24049",
2017-01-01,SACO,MMUN,"019","24049",
2017-01-01,SAEZ,MMUN,"019","24049",
2017-01-01,SASJ,SLTJ,"019","24049",
2017-01-01,SASA,SLTJ,"019","24049",
2017-01-01,SANT,SLTJ,"019","24049",
2017-01-01,SADF,SLTJ,"019","24049",
2017-01-01,SABE,SLTJ,"019","24049",
2017-01-01,SASJ,SLYA,"019","24049",
2017-01-01,SAZN,AR-0419,"019","24049",
2017-01-01,SACO,SAOL,"019","24049",
2017-01-01,SAAP,SAOL,"019","24049",
2017-01-01,SAME,SAOL,"019","24049",
2017-01-01,SAAR,SAOL,"019","24049",
2017-01-01,SAOC,SAOL,"019","24049",
2017-01-01,SAOU,SAOL,"019","24049",
2017-01-01,SAOR,SAOL,"019","24049",
2017-01-01,SADF,SAOL,"019","24049",
2017-01-01,SABE,SAOL,"019","24049",
2017-01-01,SADL,SAOL,"019","24049",
2017-01-01,SAZY,SAOL,"019","24049",
2017-01-01,SASA,SA22,"019","24049",
2017-01-01,SAEZ,MUCC,"019","24049",
2017-01-01,SAEZ,MUSC,"019","24049",
2017-01-01,SARI,SCCF,"019","24049",
2017-01-01,SAME,SCCF,"019","24049",
2017-01-01,SABE,SCCF,"019","24049",
2017-01-01,SATR,SBPP,"019","24049",
2017-01-01,SADF,SBPP,"019","24049",
2017-01-01,SASA,SAST,"019","24049",
2017-01-01,SANT,SAST,"019","24049",
2017-01-01,SANE,SAST,"019","24049",
2017-01-01,SACO,SAST,"019","24049",
2017-01-01,SAAR,SAST,"019","24049",
2017-01-01,SADF,SAST,"019","24049",
2017-01-01,SABE,SAST,"019","24049",
2017-01-01,SAZN,SAST,"019","24049",
2017-01-01,SAAR,SGPJ,"019","24049",
2017-01-01,SASA,SBGL,"019","24049",
2017-01-01,SARI,SBGL,"019","24049",
2017-01-01,SARP,SBGL,"019","24049",
2017-01-01,SARC,SBGL,"019","24049",
2017-01-01,SARE,SBGL,"019","24049",
2017-01-01,SACO,SBGL,"019","24049",
2017-01-01,SAME,SBGL,"019","24049",
2017-01-01,SAAR,SBGL,"019","24049",
2017-01-01,SADF,SBGL,"019","24049",
2017-01-01,SABE,SBGL,"019","24049",
2017-01-01,SAEZ,SBGL,"019","24049",
2017-01-01,SAWC,SBGL,"019","24049",
2017-01-01,SARI,SBCB,"019","24049",
2017-01-01,SARC,SBCB,"019","24049",
2017-01-01,SADF,SBCB,"019","24049",
2017-01-01,SABE,SBCB,"019","24049",
2017-01-01,SAEZ,SBCB,"019","24049",
2017-01-01,SABE,MUHA,"019","24049",
2017-01-01,SAEZ,MUHA,"019","24049",
2017-01-01,SARP,SBKP,"019","24049",
2017-01-01,SARE,SBKP,"019","24049",
2017-01-01,SACO,SBKP,"019","24049",
2017-01-01,SANU,SBKP,"019","24049",
2017-01-01,SAAR,SBKP,"019","24049",
2017-01-01,SAOU,SBKP,"019","24049",
2017-01-01,SADF,SBKP,"019","24049",
2017-01-01,SABE,SBKP,"019","24049",
2017-01-01,SAEZ,SBKP,"019","24049",
2017-01-01,SASJ,SASO,"019","24049",
2017-01-01,SASA,SASO,"019","24049",
2017-01-01,SARF,SASO,"019","24049",
2017-01-01,SARE,SASO,"019","24049",
2017-01-01,SANL,SASO,"019","24049",
2017-01-01,SACO,SASO,"019","24049",
2017-01-01,SADF,SASO,"019","24049",
2017-01-01,SABE,SASO,"019","24049",
2017-01-01,SASA,SBGR,"019","24049",
2017-01-01,SARI,SBGR,"019","24049",
2017-01-01,SANT,SBGR,"019","24049",
2017-01-01,SARP,SBGR,"019","24049",
2017-01-01,SARE,SBGR,"019","24049",
2017-01-01,SACO,SBGR,"019","24049",
2017-01-01,SAME,SBGR,"019","24049",
2017-01-01,SAAR,SBGR,"019","24049",
2017-01-01,SADF,SBGR,"019","24049",
2017-01-01,SABE,SBGR,"019","24049",
2017-01-01,SAEZ,SBGR,"019","24049",
2017-01-01,SAVT,SBGR,"019","24049",
2017-01-01,SASA,SCFA,"019","24049",
2017-01-01,SACO,SCFA,"019","24049",
2017-01-01,SADF,SCFA,"019","24049",
2017-01-01,SAEZ,SCFA,"019","24049",
2017-01-01,SAZY,SCFA,"019","24049",
2017-01-01,SAEZ,SBSP,"019","24049",
2017-01-01,SASJ,SA24,"019","24049",
2017-01-01,SASA,SA24,"019","24049",
2017-01-01,SANT,SA24,"019","24049",
2017-01-01,SADF,SA24,"019","24049",
2017-01-01,SABE,SA24,"019","24049",
2017-01-01,SABE,SCLE,"019","24049",
2017-01-01,SASJ,AR-0451,"019","24049",
2017-01-01,SASA,AR-0451,"019","24049",
2017-01-01,SANT,AR-0451,"019","24049",
2017-01-01,SACO,AR-0451,"019","24049",
2017-01-01,SEMT,SASJ,"019","24049",
2017-01-01,MNMG,SASJ,"019","24049",
2017-01-01,SLLP,SASJ,"019","24049",
2017-01-01,SLVR,SASJ,"019","24049",
2017-01-01,MDSD,SASJ,"019","24049",
2017-01-01,SBCG,SASJ,"019","24049",
2017-01-01,SCDA,SASJ,"019","24049",
2017-01-01,SLTJ,SASJ,"019","24049",
2017-01-01,SLYA,SASJ,"019","24049",
2017-01-01,SCCF,SASJ,"019","24049",
2017-01-01,SAST,SASJ,"019","24049",
2017-01-01,SASO,SASJ,"019","24049",
2017-01-01,SA24,SASJ,"019","24049",
2017-01-01,AR-0451,SASJ,"019","24049",
2017-01-01,SASJ,SASJ,"019","24049",
2017-01-01,AR-0424,SASJ,"019","24049",
2017-01-01,SASA,SASJ,"019","24049",
2017-01-01,MYNN,SASJ,"019","24049",
2017-01-01,AR-0212,SASJ,"019","24049",
2017-01-01,SGAS,SASJ,"019","24049",
2017-01-01,AR-0273,SASJ,"019","24049",
2017-01-01,AR-0320,SASJ,"019","24049",
2017-01-01,SA02,SASJ,"019","24049",
2017-01-01,SARF,SASJ,"019","24049",
2017-01-01,AR-0370,SASJ,"019","24049",
2017-01-01,SANT,SASJ,"019","24049",
2017-01-01,AR-0366,SASJ,"019","24049",
2017-01-01,SARP,SASJ,"019","24049",
2017-01-01,SANH,SASJ,"019","24049",
2017-01-01,SANE,SASJ,"019","24049",
2017-01-01,SANO,SASJ,"019","24049",
2017-01-01,SKCL,SASJ,"019","24049",
2017-01-01,SURV,SASJ,"019","24049",
2017-01-01,SACO,SASJ,"019","24049",
2017-01-01,SAAV,SASJ,"019","24049",
2017-01-01,SAAR,SASJ,"019","24049",
2017-01-01,SAOU,SASJ,"019","24049",
2017-01-01,SCEL,SASJ,"019","24049",
2017-01-01,SASQ,SASJ,"019","24049",
2017-01-01,SADF,SASJ,"019","24049",
2017-01-01,SABE,SASJ,"019","24049",
2017-01-01,SAEZ,SASJ,"019","24049",
2017-01-01,SULS,SASJ,"019","24049",
2017-01-01,SAZN,SASJ,"019","24049",
2017-01-01,SAZS,SASJ,"019","24049",
2017-01-01,SASJ,AR-0424,"019","24049",
2017-01-01,SASA,AR-0424,"019","24049",
2017-01-01,SARF,AR-0424,"019","24049",
2017-01-01,SANT,AR-0424,"019","24049",
2017-01-01,SANE,AR-0424,"019","24049",
2017-01-01,SATR,AR-0424,"019","24049",
2017-01-01,SAAV,AR-0424,"019","24049",
2017-01-01,SASA,AR-0159,"019","24049",
2017-01-01,SASA,AR-0194,"019","24049",
2017-01-01,SADF,AR-0194,"019","24049",
2017-01-01,SASA,AR-0093,"019","24049",
2017-01-01,SEQM,SASA,"019","24049",
2017-01-01,SEMT,SASA,"019","24049",
2017-01-01,SVMG,SASA,"019","24049",
2017-01-01,SLLP,SASA,"019","24049",
2017-01-01,SLCB,SASA,"019","24049",
2017-01-01,SLVR,SASA,"019","24049",
2017-01-01,SCAR,SASA,"019","24049",
2017-01-01,SEGU,SASA,"019","24049",
2017-01-01,SLUY,SASA,"019","24049",
2017-01-01,SCDA,SASA,"019","24049",
2017-01-01,SLTJ,SASA,"019","24049",
2017-01-01,SLYA,SASA,"019","24049",
2017-01-01,SA22,SASA,"019","24049",
2017-01-01,SAST,SASA,"019","24049",
2017-01-01,SBKP,SASA,"019","24049",
2017-01-01,SASO,SASA,"019","24049",
2017-01-01,SBGR,SASA,"019","24049",
2017-01-01,SCFA,SASA,"019","24049",
2017-01-01,SA24,SASA,"019","24049",
2017-01-01,AR-0451,SASA,"019","24049",
2017-01-01,SASJ,SASA,"019","24049",
2017-01-01,AR-0424,SASA,"019","24049",
2017-01-01,AR-0159,SASA,"019","24049",
2017-01-01,AR-0194,SASA,"019","24049",
2017-01-01,AR-0093,SASA,"019","24049",
2017-01-01,SASA,SASA,"019","24049",
2017-01-01,SA01,SASA,"019","24049",
2017-01-01,AR-0212,SASA,"019","24049",
2017-01-01,SGAS,SASA,"019","24049",
2017-01-01,AR-0273,SASA,"019","24049",
2017-01-01,SBFI,SASA,"019","24049",
2017-01-01,SARI,SASA,"019","24049",
2017-01-01,KMIA,SASA,"019","24049",
2017-01-01,AR-0320,SASA,"019","24049",
2017-01-01,SA02,SASA,"019","24049",
2017-01-01,SARF,SASA,"019","24049",
2017-01-01,AR-0370,SASA,"019","24049",
2017-01-01,SANT,SASA,"019","24049",
2017-01-01,SARP,SASA,"019","24049",
2017-01-01,SARC,SASA,"019","24049",
2017-01-01,SARE,SASA,"019","24049",
2017-01-01,SANH,SASA,"019","24049",
2017-01-01,AR-0314,SASA,"019","24049",
2017-01-01,AR-0008,SASA,"019","24049",
2017-01-01,SBFL,SASA,"019","24049",
2017-01-01,SA44,SASA,"019","24049",
2017-01-01,SANE,SASA,"019","24049",
2017-01-01,GCLP,SASA,"019","24049",
2017-01-01,SANC,SASA,"019","24049",
2017-01-01,SATR,SASA,"019","24049",
2017-01-01,SATM,SASA,"019","24049",
2017-01-01,SANL,SASA,"019","24049",
2017-01-01,SBMN,SASA,"019","24049",
2017-01-01,SACC,SASA,"019","24049",
2017-01-01,SAFR,SASA,"019","24049",
2017-01-01,SACO,SASA,"019","24049",
2017-01-01,SANU,SASA,"019","24049",
2017-01-01,SAAV,SASA,"019","24049",
2017-01-01,SAAP,SASA,"019","24049",
2017-01-01,SUPU,SASA,"019","24049",
2017-01-01,SAOM,SASA,"019","24049",
2017-01-01,SAME,SASA,"019","24049",
2017-01-01,SAAR,SASA,"019","24049",
2017-01-01,SA16,SASA,"019","24049",
2017-01-01,AR-0333,SASA,"019","24049",
2017-01-01,SAOC,SASA,"019","24049",
2017-01-01,SA31,SASA,"019","24049",
2017-01-01,SCEL,SASA,"019","24049",
2017-01-01,KCBM,SASA,"019","24049",
2017-01-01,SADF,SASA,"019","24049",
2017-01-01,SABE,SASA,"019","24049",
2017-01-01,AR-0472,SASA,"019","24049",
2017-01-01,SAMR,SASA,"019","24049",
2017-01-01,SADM,SASA,"019","24049",
2017-01-01,SAEZ,SASA,"019","24049",
2017-01-01,SULS,SASA,"019","24049",
2017-01-01,SAZR,SASA,"019","24049",
2017-01-01,SAHC,SASA,"019","24049",
2017-01-01,SAZN,SASA,"019","24049",
2017-01-01,SKLT,SASA,"019","24049",
2017-01-01,SKBO,SASA,"019","24049",
2017-01-01,KTEB,SASA,"019","24049",
2017-01-01,SAZS,SASA,"019","24049",
2017-01-01,SAVE,SASA,"019","24049",
2017-01-01,SCCI,SASA,"019","24049",
2017-01-01,SPRU,SASA,"019","24049",
2017-01-01,MPMG,SASA,"019","24049",
2017-01-01,MPTO,SASA,"019","24049",
2017-01-01,SASJ,MYNN,"019","24049",
2017-01-01,SAAR,MYNN,"019","24049",
2017-01-01,SAEZ,MYNN,"019","24049",
2017-01-01,SAZR,MYNN,"019","24049",
2017-01-01,SASA,SA01,"019","24049",
2017-01-01,SASJ,AR-0212,"019","24049",
2017-01-01,SASA,AR-0212,"019","24049",
2017-01-01,SANT,AR-0212,"019","24049",
2017-01-01,SARP,AR-0212,"019","24049",
2017-01-01,SANE,AR-0212,"019","24049",
2017-01-01,SADF,AR-0212,"019","24049",
2017-01-01,SABE,AR-0212,"019","24049",
2017-01-01,SASJ,SGAS,"019","24049",
2017-01-01,SASA,SGAS,"019","24049",
2017-01-01,SARI,SGAS,"019","24049",
2017-01-01,SARF,SGAS,"019","24049",
2017-01-01,SANT,SGAS,"019","24049",
2017-01-01,SARP,SGAS,"019","24049",
2017-01-01,SARC,SGAS,"019","24049",
2017-01-01,SARE,SGAS,"019","24049",
2017-01-01,SACO,SGAS,"019","24049",
2017-01-01,SAAP,SGAS,"019","24049",
2017-01-01,SAME,SGAS,"019","24049",
2017-01-01,SAAR,SGAS,"019","24049",
2017-01-01,SADF,SGAS,"019","24049",
2017-01-01,SABE,SGAS,"019","24049",
2017-01-01,SAEZ,SGAS,"019","24049",
2017-01-01,SARI,SGES,"019","24049",
2017-01-01,SANT,SGES,"019","24049",
2017-01-01,SACO,SGES,"019","24049",
2017-01-01,SADF,SGES,"019","24049",
2017-01-01,SAEZ,SGES,"019","24049",
2017-01-01,SASA,AR-0273,"019","24049",
2017-01-01,SATR,SBCT,"019","24049",
2017-01-01,SACO,SBCT,"019","24049",
2017-01-01,SAME,SBCT,"019","24049",
2017-01-01,SADF,SBCT,"019","24049",
2017-01-01,SABE,SBCT,"019","24049",
2017-01-01,SAEZ,SBCT,"019","24049",
2017-01-01,SAZS,SBCT,"019","24049",
2017-01-01,SASA,SBFI,"019","24049",
2017-01-01,SARI,SBFI,"019","24049",
2017-01-01,SARF,SBFI,"019","24049",
2017-01-01,SARP,SBFI,"019","24049",
2017-01-01,SARC,SBFI,"019","24049",
2017-01-01,SARE,SBFI,"019","24049",
2017-01-01,SACO,SBFI,"019","24049",
2017-01-01,SAME,SBFI,"019","24049",
2017-01-01,SAAR,SBFI,"019","24049",
2017-01-01,SADF,SBFI,"019","24049",
2017-01-01,SABE,SBFI,"019","24049",
2017-01-01,SAEZ,SBFI,"019","24049",
2017-01-01,SAMM,SBFI,"019","24049",
2017-01-01,SAZM,SBFI,"019","24049",
2017-01-01,SAEZ,KTMB,"019","24049",
2017-01-01,SBBR,SARI,"019","24049",
2017-01-01,SBPS,SARI,"019","24049",
2017-01-01,GVAC,SARI,"019","24049",
2017-01-01,MKJP,SARI,"019","24049",
2017-01-01,SBCG,SARI,"019","24049",
2017-01-01,SBGL,SARI,"019","24049",
2017-01-01,SBCB,SARI,"019","24049",
2017-01-01,SBKP,SARI,"019","24049",
2017-01-01,SBGR,SARI,"019","24049",
2017-01-01,SASA,SARI,"019","24049",
2017-01-01,SGAS,SARI,"019","24049",
2017-01-01,SGES,SARI,"019","24049",
2017-01-01,SBFI,SARI,"019","24049",
2017-01-01,SARI,SARI,"019","24049",
2017-01-01,SA02,SARI,"019","24049",
2017-01-01,SARF,SARI,"019","24049",
2017-01-01,SATD,SARI,"019","24049",
2017-01-01,SANT,SARI,"019","24049",
2017-01-01,SGEN,SARI,"019","24049",
2017-01-01,AR-0401,SARI,"019","24049",
2017-01-01,SARP,SARI,"019","24049",
2017-01-01,SARC,SARI,"019","24049",
2017-01-01,SARE,SARI,"019","24049",
2017-01-01,SATO,SARI,"019","24049",
2017-01-01,AR-0008,SARI,"019","24049",
2017-01-01,SBFL,SARI,"019","24049",
2017-01-01,SANE,SARI,"019","24049",
2017-01-01,SA23,SARI,"019","24049",
2017-01-01,AR-0052,SARI,"019","24049",
2017-01-01,SATR,SARI,"019","24049",
2017-01-01,SATM,SARI,"019","24049",
2017-01-01,AR-0119,SARI,"019","24049",
2017-01-01,SBEG,SARI,"019","24049",
2017-01-01,SBFZ,SARI,"019","24049",
2017-01-01,AR-0346,SARI,"019","24049",
2017-01-01,SURV,SARI,"019","24049",
2017-01-01,SAAC,SARI,"019","24049",
2017-01-01,SACO,SARI,"019","24049",
2017-01-01,AR-0141,SARI,"019","24049",
2017-01-01,SACD,SARI,"019","24049",
2017-01-01,SAAV,SARI,"019","24049",
2017-01-01,SAOS,SARI,"019","24049",
2017-01-01,SAME,SARI,"019","24049",
2017-01-01,SAAR,SARI,"019","24049",
2017-01-01,SCEL,SARI,"019","24049",
2017-01-01,SAVO,SARI,"019","24049",
2017-01-01,SADF,SARI,"019","24049",
2017-01-01,AR-0175,SARI,"019","24049",
2017-01-01,SABE,SARI,"019","24049",
2017-01-01,SAEZ,SARI,"019","24049",
2017-01-01,SUMU,SARI,"019","24049",
2017-01-01,SULS,SARI,"019","24049",
2017-01-01,SAZY,SARI,"019","24049",
2017-01-01,SAVV,SARI,"019","24049",
2017-01-01,SBSG,SARI,"019","24049",
2017-01-01,SCCI,SARI,"019","24049",
2017-01-01,SBRF,SARI,"019","24049",
2017-01-01,MPTO,SARI,"019","24049",
2017-01-01,SAEZ,MMMY,"019","24049",
2017-01-01,SANT,KMIA,"019","24049",
2017-01-01,SACO,KMIA,"019","24049",
2017-01-01,SAEZ,KMIA,"019","24049",
2017-01-01,SAZS,KMIA,"019","24049",
2017-01-01,SASJ,AR-0320,"019","24049",
2017-01-01,SASA,AR-0320,"019","24049",
2017-01-01,SANT,AR-0320,"019","24049",
2017-01-01,SANE,AR-0320,"019","24049",
2017-01-01,SADF,AR-0320,"019","24049",
2017-01-01,SACO,KBRO,"019","24049",
2017-01-01,SANU,KOPF,"019","24049",
2017-01-01,SAME,KOPF,"019","24049",
2017-01-01,SAAR,KOPF,"019","24049",
2017-01-01,SADF,KOPF,"019","24049",
2017-01-01,SAEZ,KOPF,"019","24049",
2017-01-01,SASA,SA02,"019","24049",
2017-01-01,SANT,SA02,"019","24049",
2017-01-01,SAAC,SA02,"019","24049",
2017-01-01,SACO,SA02,"019","24049",
2017-01-01,SAAR,SA02,"019","24049",
2017-01-01,SADF,SA02,"019","24049",
2017-01-01,SABE,SA02,"019","24049",
2017-01-01,SARI,KFLL,"019","24049",
2017-01-01,SARE,KFLL,"019","24049",
2017-01-01,SACO,KFLL,"019","24049",
2017-01-01,SABE,KFLL,"019","24049",
2017-01-01,SAEZ,KFLL,"019","24049",
2017-01-01,SAEZ,FAOR,"019","24049",
2017-01-01,SANT,AR-0410,"019","24049",
2017-01-01,SARC,AR-0410,"019","24049",
2017-01-01,SARE,AR-0410,"019","24049",
2017-01-01,SATR,AR-0410,"019","24049",
2017-01-01,SADF,AR-0410,"019","24049",
2017-01-01,SABE,AR-0410,"019","24049",
2017-01-01,SBCR,SARF,"019","24049",
2017-01-01,SBCG,SARF,"019","24049",
2017-01-01,SASO,SARF,"019","24049",
2017-01-01,SASJ,SARF,"019","24049",
2017-01-01,AR-0424,SARF,"019","24049",
2017-01-01,SASA,SARF,"019","24049",
2017-01-01,SGAS,SARF,"019","24049",
2017-01-01,SBFI,SARF,"019","24049",
2017-01-01,SARI,SARF,"019","24049",
2017-01-01,AR-0320,SARF,"019","24049",
2017-01-01,SARF,SARF,"019","24049",
2017-01-01,AR-0161,SARF,"019","24049",
2017-01-01,SANT,SARF,"019","24049",
2017-01-01,AR-0448,SARF,"019","24049",
2017-01-01,AR-0009,SARF,"019","24049",
2017-01-01,SGEN,SARF,"019","24049",
2017-01-01,AR-0401,SARF,"019","24049",
2017-01-01,SARP,SARF,"019","24049",
2017-01-01,SARC,SARF,"019","24049",
2017-01-01,SARE,SARF,"019","24049",
2017-01-01,AR-0008,SARF,"019","24049",
2017-01-01,SANE,SARF,"019","24049",
2017-01-01,SANC,SARF,"019","24049",
2017-01-01,SATG,SARF,"019","24049",
2017-01-01,AR-0052,SARF,"019","24049",
2017-01-01,SATR,SARF,"019","24049",
2017-01-01,SACO,SARF,"019","24049",
2017-01-01,SACD,SARF,"019","24049",
2017-01-01,SANU,SARF,"019","24049",
2017-01-01,SAAV,SARF,"019","24049",
2017-01-01,SAME,SARF,"019","24049",
2017-01-01,SAAR,SARF,"019","24049",
2017-01-01,SAOC,SARF,"019","24049",
2017-01-01,SA17,SARF,"019","24049",
2017-01-01,SA32,SARF,"019","24049",
2017-01-01,SADF,SARF,"019","24049",
2017-01-01,SABE,SARF,"019","24049",
2017-01-01,SUAA,SARF,"019","24049",
2017-01-01,SAEZ,SARF,"019","24049",
2017-01-01,AR-0253,SARF,"019","24049",
2017-01-01,SAZM,SARF,"019","24049",
2017-01-01,SAZN,SARF,"019","24049",
2017-01-01,SARE,SA10,"019","24049",
2017-01-01,SADF,SA10,"019","24049",
2017-01-01,SABE,SA10,"019","24049",
2017-01-01,SASA,AR-0161,"019","24049",
2017-01-01,SARF,AR-0161,"019","24049",
2017-01-01,SANT,AR-0161,"019","24049",
2017-01-01,SARE,AR-0161,"019","24049",
2017-01-01,SAZM,AR-0161,"019","24049",
2017-01-01,SARI,SATD,"019","24049",
2017-01-01,SARP,SATD,"019","24049",
2017-01-01,SARC,SATD,"019","24049",
2017-01-01,SARE,SATD,"019","24049",
2017-01-01,SATR,SATD,"019","24049",
2017-01-01,SAAC,SATD,"019","24049",
2017-01-01,SAAV,SATD,"019","24049",
2017-01-01,SAAR,SATD,"019","24049",
2017-01-01,SADF,SATD,"019","24049",
2017-01-01,SAEZ,MYAM,"019","24049",
2017-01-01,SACO,KRSW,"019","24049",
2017-01-01,SANT,AR-0013,"019","24049",
2017-01-01,SADF,AR-0013,"019","24049",
2017-01-01,SAEZ,AR-0013,"019","24049",
2017-01-01,SAEZ,KPBI,"019","24049",
2017-01-01,SASJ,AR-0370,"019","24049",
2017-01-01,SASA,AR-0370,"019","24049",
2017-01-01,SANT,AR-0370,"019","24049",
